id,Project,TeamExp,ManagerExp,YearEnd,Length,Effort,Transactions,Entities,PointsNonAdjust,Adjustment,PointsAjust,Language
2955,2955,2,-1,87,10,6783,224,110,334,28,309,2
2956,2956,2,4,87,15,11361,323,184,507,35,507,2
2957,2957,1,3,86,6,1267,42,31,73,27,67,2
2958,2958,1,2,87,5,2548,74,43,117,25,105,2
2959,2959,3,4,87,10,1155,101,57,158,9,117,2
2960,2960,0,4,86,6,546,97,42,139,6,99,3
2961,2961,2,3,84,13,2275,134,77,211,13,165,2
2962,2962,4,5,86,26,9100,482,227,709,26,645,2
2963,2963,0,2,84,6,595,213,73,286,6,203,3
2964,2964,0,-1,84,22,3941,139,143,282,22,245,2
2965,2965,2,3,86,24,13860,473,182,655,40,688,2
2966,2966,4,4,85,12,1400,229,169,398,39,414,3
2967,2967,4,3,83,12,2800,227,73,300,34,297,1
2968,2968,4,4,82,24,9520,395,193,588,40,617,1
2969,2969,4,3,86,12,5880,469,176,645,43,697,3
2970,2970,4,4,85,36,23940,886,241,1127,34,1116,1
2971,2971,1,4,85,12,5152,253,52,305,34,302,1
2972,2972,0,0,86,4,5635,197,124,321,33,315,1
2973,2973,4,4,85,1,805,40,60,100,18,83,1
2974,2974,0,0,86,5,3829,200,119,319,30,303,1
2975,2975,0,0,86,4,2149,140,94,234,24,208,1
2976,2976,0,0,86,4,2821,97,89,186,38,192,1
2977,2977,2,1,85,9,2569,119,42,161,25,145,2
2978,2978,1,2,83,13,3913,186,52,238,25,214,1
2979,2979,3,1,85,12,7854,172,88,260,30,247,1
2980,2980,3,4,83,4,2422,78,38,116,24,103,1
2981,2981,4,1,84,21,4067,167,99,266,24,237,1
2982,2982,2,1,84,17,9051,146,112,258,40,271,1
2983,2983,1,1,84,3,2282,33,72,105,19,88,1
2984,2984,3,4,85,8,4172,162,61,223,32,216,1
2985,2985,4,4,85,9,4977,223,121,344,28,320,1
2986,2986,3,2,85,8,1617,119,48,167,26,152,2
2987,2987,4,3,85,8,3192,57,43,100,43,108,1
2988,2988,4,4,86,14,3437,68,316,384,20,326,2
2989,2989,3,4,87,14,4494,9,386,395,21,340,2
2990,2990,4,2,86,5,840,58,34,92,29,86,1
2991,2991,4,4,86,12,14973,318,269,587,34,581,2
2992,2992,2,4,85,18,5180,88,170,258,34,255,1
2993,2993,2,4,86,5,5775,306,132,438,37,447,1
2994,2994,4,1,87,20,10577,304,78,382,39,397,1
2995,2995,1,4,86,8,3983,89,200,289,33,283,1
2996,2996,4,1,85,14,3164,86,230,316,33,310,1
2997,2997,2,0,86,6,3542,71,235,306,37,312,1
2998,2998,1,4,85,12,5152,253,52,305,34,302,1
2999,2999,0,0,86,4,5635,197,124,321,33,315,1
3000,3000,4,4,85,1,805,40,60,100,18,83,1
3001,3001,0,0,86,5,3829,200,119,319,30,303,1
3002,3002,0,0,86,4,2149,140,94,234,24,208,1
3003,3003,0,0,86,4,2821,97,89,186,38,192,1
3004,3004,2,1,85,9,2569,119,42,161,25,145,2
3005,3005,1,2,83,13,3913,186,52,238,25,214,1
3006,3006,3,1,85,12,7854,172,88,260,30,247,1
3007,3007,3,4,83,4,2422,78,38,116,24,103,1
3008,3008,4,1,84,21,4067,167,99,266,24,237,1
3009,3009,2,1,84,17,9051,146,112,258,40,271,1
3010,3010,1,1,84,3,2282,33,72,105,19,88,1
3011,3011,3,4,85,8,4172,162,61,223,32,216,1
3012,3012,4,4,85,9,4977,223,121,344,28,320,1
3013,3013,3,2,85,8,1617,119,48,167,26,152,2
3014,3014,4,3,85,8,3192,57,43,100,43,108,1
3015,3015,4,4,86,14,3437,68,316,384,20,326,2
3016,3016,3,4,87,14,4494,9,386,395,21,340,2
3017,3017,4,2,86,5,840,58,34,92,29,86,1
3018,3018,4,4,86,12,14973,318,269,587,34,581,2
3019,3019,2,4,85,18,5180,88,170,258,34,255,1
3020,3020,2,4,86,5,5775,306,132,438,37,447,1
3021,3021,4,1,87,20,10577,304,78,382,39,397,1
3022,3022,1,4,86,8,3983,89,200,289,33,283,1
3023,3023,4,1,85,14,3164,86,230,316,33,310,1
3024,3024,2,0,86,6,3542,71,235,306,37,312,1
3025,3025,3,1,85,14,4277,148,324,472,39,491,1
3026,3026,4,4,85,16,7252,116,170,286,27,263,1
3027,3027,4,1,85,14,3948,175,277,452,37,461,1
3028,3028,4,3,86,6,3927,79,128,207,27,190,1
3029,3029,1,1,86,9,710,145,38,183,27,168,3
3030,3030,4,4,87,9,2429,174,78,252,41,267,3
3031,3031,1,1,85,5,6405,194,91,285,35,285,1
3032,3032,2,2,88,3,651,126,49,175,38,180,3
3033,3033,1,3,86,17,9135,317,119,436,34,432,2
3034,3034,2,4,87,11,1435,289,88,377,28,351,3
3035,3035,-1,-1,87,8,5922,260,144,404,24,360,1
3036,3036,1,4,88,4,847,158,59,217,18,180,3
3037,3037,3,3,88,16,8050,302,145,447,52,523,2
3038,3038,1,1,87,9,4620,451,48,499,28,464,1
3039,3039,2,4,87,34,2352,661,132,793,23,698,3
3040,3040,1,1,88,10,2174,64,54,118,25,106,1
3041,3041,-1,4,86,39,19894,284,230,514,50,591,1
3042,3042,2,1,86,18,6699,182,126,308,35,308,1
3043,3043,2,3,87,27,14987,173,332,505,19,424,1
3044,3044,2,2,88,9,4004,252,7,259,28,241,1
3045,3045,4,3,85,11,12824,131,180,311,51,361,1
3046,3046,2,3,85,8,2331,106,39,145,6,103,1
3047,3047,3,3,85,9,5817,96,108,204,29,192,1
3048,3048,2,3,85,7,2989,116,72,188,18,156,1
3049,3049,3,3,85,6,3136,86,49,135,32,131,1
3050,3050,2,3,85,17,14434,221,121,342,35,342,1
3051,3051,1,1,87,12,2583,61,96,157,18,130,1
3052,3052,1,3,86,12,3647,132,89,221,5,155,2
3053,3053,3,7,86,13,8232,45,387,432,16,350,2
3054,3054,1,1,86,12,3276,55,112,167,12,129,2
3055,3055,1,4,87,8,2723,124,52,176,14,139,2
3056,3056,3,3,87,5,3472,120,126,246,15,197,2
3057,3057,1,2,87,6,1575,47,32,79,14,62,2
3058,3058,1,1,86,12,2926,126,107,233,23,205,2
3059,3059,3,2,86,6,1876,101,45,146,15,117,2
3060,3060,1,1,86,5,2520,78,99,177,14,140,1
3061,3061,4,7,86,13,1603,69,74,143,14,113,1
3062,3062,1,3,86,8,3626,194,97,291,35,291,2
3063,3063,2,-1,87,10,6783,224,110,334,28,309,2
3064,3064,2,4,87,15,11361,323,184,507,35,507,2
3065,3065,1,3,86,6,1267,42,31,73,27,67,2
3066,3066,1,2,87,5,2548,74,43,117,25,105,2
3067,3067,3,4,87,10,1155,101,57,158,9,117,2
3068,3068,0,4,86,6,546,97,42,139,6,99,3
3069,3069,2,3,84,13,2275,134,77,211,13,165,2
3070,3070,4,5,86,26,9100,482,227,709,26,645,2
3071,3071,0,2,84,6,595,213,73,286,6,203,3
3072,3072,0,-1,84,22,3941,139,143,282,22,245,2
3073,3073,2,3,86,24,13860,473,182,655,40,688,2
3074,3074,4,4,85,12,1400,229,169,398,39,414,3
3075,3075,4,3,83,12,2800,227,73,300,34,297,1
3076,3076,4,4,82,24,9520,395,193,588,40,617,1
3077,3077,4,3,86,12,5880,469,176,645,43,697,3
3078,3078,4,4,85,36,23940,886,241,1127,34,1116,1
3079,3079,1,4,85,12,5152,253,52,305,34,302,1
3080,3080,0,0,86,4,5635,197,124,321,33,315,1
3081,3081,4,4,85,1,805,40,60,100,18,83,1
3082,3082,0,0,86,5,3829,200,119,319,30,303,1
3083,3083,0,0,86,4,2149,140,94,234,24,208,1
3084,3084,0,0,86,4,2821,97,89,186,38,192,1
3085,3085,2,1,85,9,2569,119,42,161,25,145,2
3086,3086,1,2,83,13,3913,186,52,238,25,214,1
3087,3087,3,1,85,12,7854,172,88,260,30,247,1
3088,3088,3,4,83,4,2422,78,38,116,24,103,1
3089,3089,4,1,84,21,4067,167,99,266,24,237,1
3090,3090,2,1,84,17,9051,146,112,258,40,271,1
3091,3091,1,1,84,3,2282,33,72,105,19,88,1
3092,3092,3,4,85,8,4172,162,61,223,32,216,1
3093,3093,4,4,85,9,4977,223,121,344,28,320,1
3094,3094,3,2,85,8,1617,119,48,167,26,152,2
3095,3095,4,3,85,8,3192,57,43,100,43,108,1
3096,3096,4,4,86,14,3437,68,316,384,20,326,2
3097,3097,3,4,87,14,4494,9,386,395,21,340,2
3098,3098,4,2,86,5,840,58,34,92,29,86,1
3099,3099,4,4,86,12,14973,318,269,587,34,581,2
3100,3100,2,4,85,18,5180,88,170,258,34,255,1
3101,3101,2,4,86,5,5775,306,132,438,37,447,1
3102,3102,4,1,87,20,10577,304,78,382,39,397,1
3103,3103,1,4,86,8,3983,89,200,289,33,283,1
3104,3104,4,1,85,14,3164,86,230,316,33,310,1
3105,3105,2,0,86,6,3542,71,235,306,37,312,1
3106,3106,3,1,85,14,4277,148,324,472,39,491,1
3107,3107,4,4,85,16,7252,116,170,286,27,263,1
3108,3108,4,1,85,14,3948,175,277,452,37,461,1
3109,3109,4,3,86,6,3927,79,128,207,27,190,1
3110,3110,1,1,86,9,710,145,38,183,27,168,3
3111,3111,4,4,87,9,2429,174,78,252,41,267,3
3112,3112,1,1,85,5,6405,194,91,285,35,285,1
3113,3113,2,2,88,3,651,126,49,175,38,180,3
3114,3114,1,3,86,17,9135,317,119,436,34,432,2
3115,3115,2,4,87,11,1435,289,88,377,28,351,3
3116,3116,-1,-1,87,8,5922,260,144,404,24,360,1
3117,3117,1,4,88,4,847,158,59,217,18,180,3
3118,3118,3,3,88,16,8050,302,145,447,52,523,2
3119,3119,1,1,87,9,4620,451,48,499,28,464,1
3120,3120,2,4,87,34,2352,661,132,793,23,698,3
3121,3121,1,1,88,10,2174,64,54,118,25,106,1
3122,3122,-1,4,86,39,19894,284,230,514,50,591,1
3123,3123,2,1,86,18,6699,182,126,308,35,308,1
3124,3124,2,3,87,27,14987,173,332,505,19,424,1
3125,3125,2,2,88,9,4004,252,7,259,28,241,1
3126,3126,4,3,85,11,12824,131,180,311,51,361,1
3127,3127,2,3,85,8,2331,106,39,145,6,103,1
3128,3128,3,3,85,9,5817,96,108,204,29,192,1
3129,3129,2,3,85,7,2989,116,72,188,18,156,1
3130,3130,3,3,85,6,3136,86,49,135,32,131,1
3131,3131,2,3,85,17,14434,221,121,342,35,342,1
3132,3132,1,1,87,12,2583,61,96,157,18,130,1
3133,3133,1,3,86,12,3647,132,89,221,5,155,2
3134,3134,3,7,86,13,8232,45,387,432,16,350,2
3135,3135,1,1,86,12,3276,55,112,167,12,129,2
3136,3136,1,4,87,8,2723,124,52,176,14,139,2
3137,3137,3,3,87,5,3472,120,126,246,15,197,2
3138,3138,1,2,87,6,1575,47,32,79,14,62,2
3139,3139,1,1,86,12,2926,126,107,233,23,205,2
3140,3140,3,2,86,6,1876,101,45,146,15,117,2
3141,3141,1,1,86,5,2520,78,99,177,14,140,1
3142,3142,4,7,86,13,1603,69,74,143,14,113,1
3143,3143,1,3,86,8,3626,194,97,291,35,291,2
3144,3144,2,-1,87,10,6783,224,110,334,28,309,2
3145,3145,2,4,87,15,11361,323,184,507,35,507,2
3146,3146,1,3,86,6,1267,42,31,73,27,67,2
3147,3147,1,2,87,5,2548,74,43,117,25,105,2
3148,3148,3,4,87,10,1155,101,57,158,9,117,2
3149,3149,0,4,86,6,546,97,42,139,6,99,3
3150,3150,2,3,84,13,2275,134,77,211,13,165,2
3151,3151,4,5,86,26,9100,482,227,709,26,645,2
3152,3152,0,2,84,6,595,213,73,286,6,203,3
3153,3153,0,-1,84,22,3941,139,143,282,22,245,2
3154,3154,2,3,86,24,13860,473,182,655,40,688,2
3155,3155,4,4,85,12,1400,229,169,398,39,414,3
3156,3156,4,3,83,12,2800,227,73,300,34,297,1
3157,3157,4,4,82,24,9520,395,193,588,40,617,1
3158,3158,4,3,86,12,5880,469,176,645,43,697,3
3159,3159,4,4,85,36,23940,886,241,1127,34,1116,1
3160,3160,1,4,85,12,5152,253,52,305,34,302,1
3161,3161,0,0,86,4,5635,197,124,321,33,315,1
3162,3162,4,4,85,1,805,40,60,100,18,83,1
3163,3163,0,0,86,5,3829,200,119,319,30,303,1
3164,3164,0,0,86,4,2149,140,94,234,24,208,1
3165,3165,0,0,86,4,2821,97,89,186,38,192,1
3166,3166,2,1,85,9,2569,119,42,161,25,145,2
3167,3167,1,2,83,13,3913,186,52,238,25,214,1
3168,3168,3,1,85,12,7854,172,88,260,30,247,1
3169,3169,3,4,83,4,2422,78,38,116,24,103,1
3170,3170,4,1,84,21,4067,167,99,266,24,237,1
3171,3171,2,1,84,17,9051,146,112,258,40,271,1
3172,3172,1,1,84,3,2282,33,72,105,19,88,1
3173,3173,3,4,85,8,4172,162,61,223,32,216,1
3174,3174,4,4,85,9,4977,223,121,344,28,320,1
3175,3175,3,2,85,8,1617,119,48,167,26,152,2
3176,3176,4,3,85,8,3192,57,43,100,43,108,1
3177,3177,4,4,86,14,3437,68,316,384,20,326,2
3178,3178,3,4,87,14,4494,9,386,395,21,340,2
3179,3179,4,2,86,5,840,58,34,92,29,86,1
3180,3180,4,4,86,12,14973,318,269,587,34,581,2
3181,3181,2,4,85,18,5180,88,170,258,34,255,1
3182,3182,2,4,86,5,5775,306,132,438,37,447,1
3183,3183,4,1,87,20,10577,304,78,382,39,397,1
3184,3184,1,4,86,8,3983,89,200,289,33,283,1
3185,3185,4,1,85,14,3164,86,230,316,33,310,1
3186,3186,2,0,86,6,3542,71,235,306,37,312,1
3187,3187,3,1,85,14,4277,148,324,472,39,491,1
3188,3188,4,4,85,16,7252,116,170,286,27,263,1
3189,3189,4,1,85,14,3948,175,277,452,37,461,1
3190,3190,4,3,86,6,3927,79,128,207,27,190,1
3191,3191,1,1,86,9,710,145,38,183,27,168,3
3192,3192,4,4,87,9,2429,174,78,252,41,267,3
3193,3193,1,1,85,5,6405,194,91,285,35,285,1
3194,3194,2,2,88,3,651,126,49,175,38,180,3
3195,3195,1,3,86,17,9135,317,119,436,34,432,2
3196,3196,2,4,87,11,1435,289,88,377,28,351,3
3197,3197,-1,-1,87,8,5922,260,144,404,24,360,1
3198,3198,1,4,88,4,847,158,59,217,18,180,3
3199,3199,3,3,88,16,8050,302,145,447,52,523,2
3200,3200,1,1,87,9,4620,451,48,499,28,464,1
3201,3201,2,4,87,34,2352,661,132,793,23,698,3
3202,3202,1,1,88,10,2174,64,54,118,25,106,1
3203,3203,-1,4,86,39,19894,284,230,514,50,591,1
3204,3204,2,1,86,18,6699,182,126,308,35,308,1
3205,3205,2,3,87,27,14987,173,332,505,19,424,1
3206,3206,2,2,88,9,4004,252,7,259,28,241,1
3207,3207,4,3,85,11,12824,131,180,311,51,361,1
3208,3208,2,3,85,8,2331,106,39,145,6,103,1
3209,3209,3,3,85,9,5817,96,108,204,29,192,1
3210,3210,2,3,85,7,2989,116,72,188,18,156,1
3211,3211,3,3,85,6,3136,86,49,135,32,131,1
3212,3212,2,3,85,17,14434,221,121,342,35,342,1
3213,3213,1,1,87,12,2583,61,96,157,18,130,1
3214,3214,1,3,86,12,3647,132,89,221,5,155,2
3215,3215,3,7,86,13,8232,45,387,432,16,350,2
3216,3216,1,1,86,12,3276,55,112,167,12,129,2
3217,3217,1,4,87,8,2723,124,52,176,14,139,2
3218,3218,3,3,87,5,3472,120,126,246,15,197,2
3219,3219,1,2,87,6,1575,47,32,79,14,62,2
3220,3220,1,1,86,12,2926,126,107,233,23,205,2
3221,3221,3,2,86,6,1876,101,45,146,15,117,2
3222,3222,1,1,86,5,2520,78,99,177,14,140,1
3223,3223,4,7,86,13,1603,69,74,143,14,113,1
3224,3224,1,3,86,8,3626,194,97,291,35,291,2
3225,3225,2,-1,87,10,6783,224,110,334,28,309,2
3226,3226,2,4,87,15,11361,323,184,507,35,507,2
3227,3227,1,3,86,6,1267,42,31,73,27,67,2
3228,3228,1,2,87,5,2548,74,43,117,25,105,2
3229,3229,3,4,87,10,1155,101,57,158,9,117,2
3230,3230,0,4,86,6,546,97,42,139,6,99,3
3231,3231,2,3,84,13,2275,134,77,211,13,165,2
3232,3232,4,5,86,26,9100,482,227,709,26,645,2
3233,3233,0,2,84,6,595,213,73,286,6,203,3
3234,3234,0,-1,84,22,3941,139,143,282,22,245,2
3235,3235,2,3,86,24,13860,473,182,655,40,688,2
3236,3236,4,4,85,12,1400,229,169,398,39,414,3
3237,3237,4,3,83,12,2800,227,73,300,34,297,1
3238,3238,4,4,82,24,9520,395,193,588,40,617,1
3239,3239,4,3,86,12,5880,469,176,645,43,697,3
3240,3240,4,4,85,36,23940,886,241,1127,34,1116,1
3241,3241,1,4,85,12,5152,253,52,305,34,302,1
3242,3242,0,0,86,4,5635,197,124,321,33,315,1
3243,3243,4,4,85,1,805,40,60,100,18,83,1
3244,3244,0,0,86,5,3829,200,119,319,30,303,1
3245,3245,0,0,86,4,2149,140,94,234,24,208,1
3246,3246,0,0,86,4,2821,97,89,186,38,192,1
3247,3247,2,1,85,9,2569,119,42,161,25,145,2
3248,3248,1,2,83,13,3913,186,52,238,25,214,1
3249,3249,3,1,85,12,7854,172,88,260,30,247,1
3250,3250,3,4,83,4,2422,78,38,116,24,103,1
3251,3251,4,1,84,21,4067,167,99,266,24,237,1
3252,3252,2,1,84,17,9051,146,112,258,40,271,1
3253,3253,1,1,84,3,2282,33,72,105,19,88,1
3254,3254,3,4,85,8,4172,162,61,223,32,216,1
3255,3255,4,4,85,9,4977,223,121,344,28,320,1
3256,3256,3,2,85,8,1617,119,48,167,26,152,2
3257,3257,4,3,85,8,3192,57,43,100,43,108,1
3258,3258,4,4,86,14,3437,68,316,384,20,326,2
3259,3259,3,4,87,14,4494,9,386,395,21,340,2
3260,3260,4,2,86,5,840,58,34,92,29,86,1
3261,3261,4,4,86,12,14973,318,269,587,34,581,2
3262,3262,2,4,85,18,5180,88,170,258,34,255,1
3263,3263,2,4,86,5,5775,306,132,438,37,447,1
3264,3264,4,1,87,20,10577,304,78,382,39,397,1
3265,3265,1,4,86,8,3983,89,200,289,33,283,1
3266,3266,4,1,85,14,3164,86,230,316,33,310,1
3267,3267,2,0,86,6,3542,71,235,306,37,312,1
3268,3268,3,1,85,14,4277,148,324,472,39,491,1
3269,3269,4,4,85,16,7252,116,170,286,27,263,1
3270,3270,4,1,85,14,3948,175,277,452,37,461,1
3271,3271,4,3,86,6,3927,79,128,207,27,190,1
3272,3272,1,1,86,9,710,145,38,183,27,168,3
3273,3273,4,4,87,9,2429,174,78,252,41,267,3
3274,3274,1,1,85,5,6405,194,91,285,35,285,1
3275,3275,2,2,88,3,651,126,49,175,38,180,3
3276,3276,1,3,86,17,9135,317,119,436,34,432,2
3277,3277,2,4,87,11,1435,289,88,377,28,351,3
3278,3278,-1,-1,87,8,5922,260,144,404,24,360,1
3279,3279,1,4,88,4,847,158,59,217,18,180,3
3280,3280,3,3,88,16,8050,302,145,447,52,523,2
3281,3281,1,1,87,9,4620,451,48,499,28,464,1
3282,3282,2,4,87,34,2352,661,132,793,23,698,3
3283,3283,1,1,88,10,2174,64,54,118,25,106,1
3284,3284,-1,4,86,39,19894,284,230,514,50,591,1
3285,3285,2,1,86,18,6699,182,126,308,35,308,1
3286,3286,2,3,87,27,14987,173,332,505,19,424,1
3287,3287,2,2,88,9,4004,252,7,259,28,241,1
3288,3288,4,3,85,11,12824,131,180,311,51,361,1
3289,3289,2,3,85,8,2331,106,39,145,6,103,1
3290,3290,3,3,85,9,5817,96,108,204,29,192,1
3291,3291,2,3,85,7,2989,116,72,188,18,156,1
3292,3292,3,3,85,6,3136,86,49,135,32,131,1
3293,3293,2,3,85,17,14434,221,121,342,35,342,1
3294,3294,1,1,87,12,2583,61,96,157,18,130,1
3295,3295,1,3,86,12,3647,132,89,221,5,155,2
3296,3296,3,7,86,13,8232,45,387,432,16,350,2
3297,3297,1,1,86,12,3276,55,112,167,12,129,2
3298,3298,1,4,87,8,2723,124,52,176,14,139,2
3299,3299,3,3,87,5,3472,120,126,246,15,197,2
3300,3300,1,2,87,6,1575,47,32,79,14,62,2
3301,3301,1,1,86,12,2926,126,107,233,23,205,2
3302,3302,3,2,86,6,1876,101,45,146,15,117,2
3303,3303,1,1,86,5,2520,78,99,177,14,140,1
3304,3304,4,7,86,13,1603,69,74,143,14,113,1
3305,3305,1,3,86,8,3626,194,97,291,35,291,2
3306,3306,2,-1,87,10,6783,224,110,334,28,309,2
3307,3307,2,4,87,15,11361,323,184,507,35,507,2
3308,3308,1,3,86,6,1267,42,31,73,27,67,2
3309,3309,1,2,87,5,2548,74,43,117,25,105,2
3310,3310,3,4,87,10,1155,101,57,158,9,117,2
3311,3311,0,4,86,6,546,97,42,139,6,99,3
3312,3312,2,3,84,13,2275,134,77,211,13,165,2
3313,3313,4,5,86,26,9100,482,227,709,26,645,2
3314,3314,0,2,84,6,595,213,73,286,6,203,3
3315,3315,0,-1,84,22,3941,139,143,282,22,245,2
3316,3316,2,3,86,24,13860,473,182,655,40,688,2
3317,3317,4,4,85,12,1400,229,169,398,39,414,3
3318,3318,4,3,83,12,2800,227,73,300,34,297,1
3319,3319,4,4,82,24,9520,395,193,588,40,617,1
3320,3320,4,3,86,12,5880,469,176,645,43,697,3
3321,3321,4,4,85,36,23940,886,241,1127,34,1116,1
3322,3322,1,4,85,12,5152,253,52,305,34,302,1
3323,3323,0,0,86,4,5635,197,124,321,33,315,1
3324,3324,4,4,85,1,805,40,60,100,18,83,1
3325,3325,0,0,86,5,3829,200,119,319,30,303,1
3326,3326,0,0,86,4,2149,140,94,234,24,208,1
3327,3327,0,0,86,4,2821,97,89,186,38,192,1
3328,3328,2,1,85,9,2569,119,42,161,25,145,2
3329,3329,1,2,83,13,3913,186,52,238,25,214,1
3330,3330,3,1,85,12,7854,172,88,260,30,247,1
3331,3331,3,4,83,4,2422,78,38,116,24,103,1
3332,3332,4,1,84,21,4067,167,99,266,24,237,1
3333,3333,2,1,84,17,9051,146,112,258,40,271,1
3334,3334,1,1,84,3,2282,33,72,105,19,88,1
3335,3335,3,4,85,8,4172,162,61,223,32,216,1
3336,3336,4,4,85,9,4977,223,121,344,28,320,1
3337,3337,3,2,85,8,1617,119,48,167,26,152,2
3338,3338,4,3,85,8,3192,57,43,100,43,108,1
3339,3339,4,4,86,14,3437,68,316,384,20,326,2
3340,3340,3,4,87,14,4494,9,386,395,21,340,2
3341,3341,4,2,86,5,840,58,34,92,29,86,1
3342,3342,4,4,86,12,14973,318,269,587,34,581,2
3343,3343,2,4,85,18,5180,88,170,258,34,255,1
3344,3344,2,4,86,5,5775,306,132,438,37,447,1
3345,3345,4,1,87,20,10577,304,78,382,39,397,1
3346,3346,1,4,86,8,3983,89,200,289,33,283,1
3347,3347,4,1,85,14,3164,86,230,316,33,310,1
3348,3348,2,0,86,6,3542,71,235,306,37,312,1
3349,3349,3,1,85,14,4277,148,324,472,39,491,1
3350,3350,4,4,85,16,7252,116,170,286,27,263,1
3351,3351,4,1,85,14,3948,175,277,452,37,461,1
3352,3352,4,3,86,6,3927,79,128,207,27,190,1
3353,3353,1,1,86,9,710,145,38,183,27,168,3
3354,3354,4,4,87,9,2429,174,78,252,41,267,3
3355,3355,1,1,85,5,6405,194,91,285,35,285,1
3356,3356,2,2,88,3,651,126,49,175,38,180,3
3357,3357,1,3,86,17,9135,317,119,436,34,432,2
3358,3358,2,4,87,11,1435,289,88,377,28,351,3
3359,3359,-1,-1,87,8,5922,260,144,404,24,360,1
3360,3360,1,4,88,4,847,158,59,217,18,180,3
3361,3361,3,3,88,16,8050,302,145,447,52,523,2
3362,3362,1,1,87,9,4620,451,48,499,28,464,1
3363,3363,2,4,87,34,2352,661,132,793,23,698,3
3364,3364,1,1,88,10,2174,64,54,118,25,106,1
3365,3365,-1,4,86,39,19894,284,230,514,50,591,1
3366,3366,2,1,86,18,6699,182,126,308,35,308,1
3367,3367,2,3,87,27,14987,173,332,505,19,424,1
3368,3368,2,2,88,9,4004,252,7,259,28,241,1
3369,3369,4,3,85,11,12824,131,180,311,51,361,1
3370,3370,2,3,85,8,2331,106,39,145,6,103,1
3371,3371,3,3,85,9,5817,96,108,204,29,192,1
3372,3372,2,3,85,7,2989,116,72,188,18,156,1
3373,3373,3,3,85,6,3136,86,49,135,32,131,1
3374,3374,2,3,85,17,14434,221,121,342,35,342,1
3375,3375,1,1,87,12,2583,61,96,157,18,130,1
3376,3376,1,3,86,12,3647,132,89,221,5,155,2
3377,3377,3,7,86,13,8232,45,387,432,16,350,2
3378,3378,1,1,86,12,3276,55,112,167,12,129,2
3379,3379,1,4,87,8,2723,124,52,176,14,139,2
3380,3380,3,3,87,5,3472,120,126,246,15,197,2
3381,3381,1,2,87,6,1575,47,32,79,14,62,2
3382,3382,1,1,86,12,2926,126,107,233,23,205,2
3383,3383,3,2,86,6,1876,101,45,146,15,117,2
3384,3384,1,1,86,5,2520,78,99,177,14,140,1
3385,3385,4,7,86,13,1603,69,74,143,14,113,1
3386,3386,1,3,86,8,3626,194,97,291,35,291,2
3387,3387,2,-1,87,10,6783,224,110,334,28,309,2
3388,3388,2,4,87,15,11361,323,184,507,35,507,2
3389,3389,1,3,86,6,1267,42,31,73,27,67,2
3390,3390,1,2,87,5,2548,74,43,117,25,105,2
3391,3391,3,4,87,10,1155,101,57,158,9,117,2
3392,3392,0,4,86,6,546,97,42,139,6,99,3
3393,3393,2,3,84,13,2275,134,77,211,13,165,2
3394,3394,4,5,86,26,9100,482,227,709,26,645,2
3395,3395,0,2,84,6,595,213,73,286,6,203,3
3396,3396,0,-1,84,22,3941,139,143,282,22,245,2
3397,3397,2,3,86,24,13860,473,182,655,40,688,2
3398,3398,4,4,85,12,1400,229,169,398,39,414,3
3399,3399,4,3,83,12,2800,227,73,300,34,297,1
3400,3400,4,4,82,24,9520,395,193,588,40,617,1
3401,3401,4,3,86,12,5880,469,176,645,43,697,3
3402,3402,4,4,85,36,23940,886,241,1127,34,1116,1
3403,3403,1,4,85,12,5152,253,52,305,34,302,1
3404,3404,0,0,86,4,5635,197,124,321,33,315,1
3405,3405,4,4,85,1,805,40,60,100,18,83,1
3406,3406,0,0,86,5,3829,200,119,319,30,303,1
3407,3407,0,0,86,4,2149,140,94,234,24,208,1
3408,3408,0,0,86,4,2821,97,89,186,38,192,1
3409,3409,2,1,85,9,2569,119,42,161,25,145,2
3410,3410,1,2,83,13,3913,186,52,238,25,214,1
3411,3411,3,1,85,12,7854,172,88,260,30,247,1
3412,3412,3,4,83,4,2422,78,38,116,24,103,1
3413,3413,4,1,84,21,4067,167,99,266,24,237,1
3414,3414,2,1,84,17,9051,146,112,258,40,271,1
3415,3415,1,1,84,3,2282,33,72,105,19,88,1
3416,3416,3,4,85,8,4172,162,61,223,32,216,1
3417,3417,4,4,85,9,4977,223,121,344,28,320,1
3418,3418,3,2,85,8,1617,119,48,167,26,152,2
3419,3419,4,3,85,8,3192,57,43,100,43,108,1
3420,3420,4,4,86,14,3437,68,316,384,20,326,2
3421,3421,3,4,87,14,4494,9,386,395,21,340,2
3422,3422,4,2,86,5,840,58,34,92,29,86,1
3423,3423,4,4,86,12,14973,318,269,587,34,581,2
3424,3424,2,4,85,18,5180,88,170,258,34,255,1
3425,3425,2,4,86,5,5775,306,132,438,37,447,1
3426,3426,4,1,87,20,10577,304,78,382,39,397,1
3427,3427,1,4,86,8,3983,89,200,289,33,283,1
3428,3428,4,1,85,14,3164,86,230,316,33,310,1
3429,3429,2,0,86,6,3542,71,235,306,37,312,1
3430,3430,3,1,85,14,4277,148,324,472,39,491,1
3431,3431,4,4,85,16,7252,116,170,286,27,263,1
3432,3432,4,1,85,14,3948,175,277,452,37,461,1
3433,3433,4,3,86,6,3927,79,128,207,27,190,1
3434,3434,1,1,86,9,710,145,38,183,27,168,3
